ID,FARE
1,44.84666468360071
2,26.196915321443264
3,176.0438202254642
4,40.35127762132605
5,14.699633595655552
6,219.6875218994324
7,417.2053293498898
8,31.51868969583048
9,182.29124651216216
10,51.47940654311363
11,69.8851558793942
12,330.3153771498711
13,63.31890218848829
14,77.14616149620598
15,51.22332271224087
16,31.926537867675165
17,360.4106233065953
18,64.90403089720736
19,442.2652066754501
20,33.08717028275818
21,52.45460618137723
22,102.0760620738963
23,67.49869100443152
24,227.67587431818183
25,433.87237979775125
26,56.397579339332175
27,57.80567201360729
28,993.7146467150769
29,133.30639188953117
30,102.45801805551393
31,471.2877520816908
32,525.2900492144627
33,50.03778638003873
34,373.8580172355564
35,155.90477734668923
36,78.30618635975738
37,53.26224522042078
38,47.45663264143265
39,55.32523236735974
40,64.3910973863174
41,379.8153436297036
42,649.6018004772053
43,45.68933618064088
44,28.98095693595455
45,60.24026353383458
46,98.29240901573023
47,45.673187390859624
48,539.105307884368
49,87.5219564160401
50,36.920206743697534
51,491.1818478616489
52,55.97068293928295
53,77.68694948815889
54,774.8478338597163
55,85.12987902521454
56,148.84141247233754
57,38.97272420634921
58,1219.356089060939
59,325.41119533168927
60,594.7483327269322
61,21.81543679039967
62,68.1264150592055
63,76.0676637155941
64,38.7672468171708
65,188.0815962898837
66,13.931042077367078
67,33.221770074224025
68,31.611671277828453
69,310.2577262017953
70,57.113389329797315
71,770.9769273003398
72,282.0821257749767
73,1041.2595605172605
74,323.8677279289756
75,50.704479642857144
76,28.76147311547148
77,65.36710307315234
78,48.61906330143542
79,39.64324147413888
80,480.76570225990946
81,585.1034298566108
82,48.81708155483808
83,378.8137496753247
84,49.04852882581221
85,641.9498996590462
86,67.9284705150242
87,70.06058595636247
88,1090.1843770430548
89,68.38221150808944
90,248.47089483276486
91,54.57829680343033
92,1097.5623808625842
93,851.3608535561661
94,41.349319287992714
95,33.643258221680284
96,44.2480467231427
97,505.61484218617716
98,53.18458601986249
99,1002.1608765621804
100,604.1467997159365
101,461.1845126991636
102,878.5986544843933
103,850.3826671014301
104,39.888641607427665
105,54.663401587301585
106,428.48446592718284
107,23.49595220067709
108,495.6892507430618
109,433.4928432634617
110,108.97394880094832
111,52.122756671424554
112,168.00391719807538
113,40.46034917845312
114,143.42300421439737
115,113.70210714526084
116,41.004621631894146
117,49.64889202797203
118,42.181584921949394
119,317.27826042160456
120,435.5863299260579
121,110.83607055634953
122,38.14634793409807
123,527.2810764014971
124,62.69834841419474
125,576.3416818781163
126,100.4233749800638
127,38.79811944695827
128,68.88958295038296
129,380.33219239584463
130,94.4685190494927
131,487.6715769746923
132,137.64289059472685
133,817.4985954156953
134,248.89738165277282
135,107.08817032979633
136,546.8417090542296
137,77.21598655294596
138,58.305285488424616
139,581.1715677028044
140,38.641188033922596
141,549.4059457750282
142,75.84828478408845
143,30.458357623857626
144,47.181357710818595
145,31.89631353062841
146,52.181357772636716
147,401.26163565529265
148,544.1410300726124
149,87.87914008973482
150,304.3596413834151
151,31.516100559484425
152,59.045655185394324
153,649.3659066981793
154,219.75421359406081
155,27.383636013520583
156,389.0484116734647
157,658.4255474219625
158,50.03778638003873
159,266.661187562808
160,1037.835934184443
161,91.0596731162363
162,60.129688345567466
163,73.736192447903
164,30.38959253579052
165,700.3200714703426
166,234.10006352413478
167,657.4714975065876
168,79.55996459174185
169,792.6276882771587
170,375.45888625732937
171,438.70470452200027
172,331.29194014757184
173,89.35426932924278
174,26.084404667465765
175,120.83202851148853
176,51.57290067289033
177,426.92241746632465
178,899.190430952381
179,29.194462571089048
180,21.06206993929983
181,637.809769857019
182,110.662758509241
183,60.43823568309142
184,72.29761474612397
185,70.3375784420893
186,556.2252007415108
