ID,FARE
0,1046.2
1,362.2
2,2329.2
3,1721.1
4,1686.7
5,6116.1
6,8443.8
7,3165.2
8,6623
9,1552.5
10,3007.9
11,6728.5
12,4466.9
13,4410.5
14,444.1
15,806.4
16,7746.2
17,4288.2
18,10911.3
19,4658.9
20,1653
21,2662.5
22,2791.4
23,6321
24,8238.2
25,2821.4
26,5171.2
27,10725.8
28,5841.5
29,2904.8
30,9628.9
31,12544
32,3593.5
33,7971.7
34,3435.2
35,3219.2
36,3412.3
37,2388.6
38,3169.6
39,1608.3
40,8384.6
41,12497.9
42,2538.8
43,4019.7
44,4469.1
45,1317
46,481.1
47,8608.1
48,3932
49,1002.9
50,12697.4
51,5455.1
52,860.4
53,10829.1
54,1430.8
55,6432
56,1774.2
57,13388.5
58,7279.8
59,8583.6
60,915.3
61,464.3
62,1744.3
63,5075.7
64,6248.4
65,1605.6
66,1312.1
67,1131.1
68,9999.9
69,3346.1
70,11936
71,1736.6
72,10048.4
73,9357.2
74,6123.1
75,2049.7
76,4148.5
77,3932
78,3952.9
79,9251.9
80,10577.1
81,1814.7
82,8399.5
83,3338.1
84,9708.4
85,3870
86,3264.1
87,12471.8
88,3214.4
89,8091.9
90,3734.7
91,11634.2
92,12039.7
93,4055.1
94,2521.3
95,3931
96,9432.9
97,3997.9
98,11548.8
99,11717.2
100,8626.8
101,11412.8
102,10974.2
103,1765.3
104,3036.5
105,11505.9
106,4589.1
107,10234.7
108,8213.6
109,2181.5
110,3653.5
111,6346.7
112,1962.2
113,6987.7
114,1854.8
115,2190.5
116,4132.4
117,4530.8
118,10162.3
119,11359.1
120,4870.2
121,4991.6
122,12631.9
123,3444.3
124,11526
125,1713.9
126,4131.7
127,1618.5
128,8385.8
129,5791.8
130,7866.7
131,5896.5
132,12611.2
133,7938.6
134,3162.8
135,12532
136,3974.8
137,3035.5
138,12293.1
139,2271.8
140,9325.6
141,1096.9
142,1818.6
143,4001.1
144,1848
145,2608.9
146,11526.6
147,9621.9
148,4165.7
149,6976.9
150,3772
151,1831
152,11011.9
153,7948.9
154,1439.1
155,11428.1
156,10301.5
157,3050.2
158,6968
159,13113.6
160,3335.5
161,2761.3
162,3889.9
163,1168.9
164,9916.6
165,6368
166,9814.5
167,3943.3
168,10851.8
169,7597.7
170,7462.3
171,10624
172,3546.8
173,3165.4
174,1696.8
175,1179.7
176,7191.9
177,10665.7
178,3931.4
179,1932.4
180,13241.1
181,5563.3
182,4614.1
183,3967.5
184,5509.3
185,10301.2
186,8356.7
187,10271.4
188,9461.3
189,10584.6
190,617.9
191,9169.8
192,5405.8
193,649.3
194,12440.8
195,1783.3
196,4279.9
197,8087.5
198,5503.6
199,5647.2
200,1921.4
201,3981.2
202,6161.4
203,3941.8
204,4469.9
205,4839.9
206,1424.7
207,10197.4
208,2585.5
209,2269.9
210,11429.3
211,1972.7
212,4503.7
213,9984.2
214,12662.5
215,3932.1
216,8338.1
217,11315.9
218,1555.9
219,10105.2
220,2199.9
221,3739.3
222,10173.3
223,2455.9
224,9645.6
225,2861.9
226,2003.8
227,10408.8
228,1750.4
229,3468.1
230,8602.9
231,11743.5
232,8118.4
233,12838.5
234,9499.6
235,2532.3
236,4991.8
237,279.1
238,4463.6
239,8883.6
240,3728.6
241,8927.8
242,3239.2
243,727.8
244,6205.1
245,12603.2
246,6112.6
247,3780.7
248,2853.2
249,7717.5
250,4516.3
251,11153
252,11002.4
253,3790.5
254,11493.3
255,1583.6
256,11992.5
257,12537.3
258,1091.2
259,37.5
260,8020.8
261,1582.4
262,2870.7
263,7085
264,8137
265,2598.1
266,1592.8
267,1263.1
268,7978.2
269,10163.5
270,3816.5
271,3627.4
272,1393.6
273,3287.5
274,4194.5
275,12303.8
276,2677.2
277,1905
278,9399.2
279,5449
280,1715.5
281,10897.4
282,6125.3
283,11316.3
284,3392.5
285,2828.7
286,1031.6
287,9590
288,11519.6
289,1717.7
290,6271.1
291,7951.6
292,10919
293,5676.8
294,12268.9
295,5529.8
296,5660
297,13222.7
298,13021.5
299,3279
300,9763.6
301,4886.7
302,4011.1
303,11458.9
304,1049.2
305,5335.2
306,4016.3
307,6650.7
308,1557.6
309,1955.1
310,12678.9
311,13461.6
312,6042
313,9349.2
314,12714.4
315,6227.8
316,8319.5
317,3049.6
318,1608.4
319,5620.8
320,981.3
321,11786.1
322,1618.7
323,8575.7
324,4228
325,6699.8
326,4734.2
327,12605.6
328,3153.5
329,2706.2
330,10927.7
331,11499.9
332,1923.8
333,3556.7
334,3940.1
335,1759.7
336,3600.9
337,3062.4
338,10038.9
339,6651.1
340,9644.2
341,4806
342,5498.9
343,2422
344,3849.6
345,11211.8
346,3102.4
347,7335.3
348,10508
349,9410.3
350,10499.1
351,970.5
352,943
353,591
354,4132.4
355,4456
356,1047.1
357,786.5
358,1882.3
359,11185.1
360,12198.1
361,2003.8
362,1304.6
363,4755.9
364,5445.2
365,1038.1
366,11866.5
367,8826.7
368,12464.2
369,1788
370,10003.1
371,11162.9
372,1284
373,8644.8
374,4560.9
375,11540.3
376,5433.7
377,4247.1
378,4669.8
379,6314.7
380,1937.6
381,1262.1
382,6895.2
383,3906.3
384,3111.8
385,3978
386,10449.4
387,3394.6
388,578.9
389,5061.2
390,3848.1
391,4005.5
392,4378.8
393,4449.2
394,8330.7
395,5815.1
396,4951.7
397,3627.1
398,2426.2
399,9923.5
400,9962.2
401,9237.6
402,13171.7
403,1929.9
404,1623.9
405,6196.4
406,2348.4
407,6185.5
408,7865.3
409,9551.1
410,2438
411,7084.3
412,3055.5
413,1774
414,1625.1
415,635.2
416,4774.6
417,2314.5
418,2933.3
419,2109.1
420,10797.5
421,4068.2
422,10891.8
423,4318
424,192
425,9795.2
426,5333.9
427,632.4
428,7273.4
429,11355
430,4735.4
431,11872.7
432,4193.3
433,3414.7
434,9261.9
435,8776.1
436,5518.5
437,1408.6
438,4835.6
439,6581.2
440,3560.2
441,10992.7
442,11413.9
443,8993.3
444,11768.5
445,1748.7
446,4810.5
447,3508.8
448,12190.2
449,1622.8
450,2670.2
451,7386.2
452,672.8
453,6348.5
454,6282.5
455,873.7
456,672.8
457,5872.5
458,3653.2
459,2319.7
460,2277.9
461,3777
462,12166.2
463,10994.6
464,11452
465,5709.1
466,4305
467,7305.7
468,3658.4
469,1931.4
470,2978.8
471,7114.6
472,2881.1
473,4239.9
474,12132.1
475,2601
476,10769.9
477,1459
478,4215.6
479,5213.3
480,9169.3
481,4110.2
482,12446.2
483,4189.6
484,2943.8
485,3014.4
486,1827.8
487,8186.1
488,6370.7
489,3141.3
490,2193.2
491,2832.6
492,1932
493,9026
494,793.9
495,6833.5
496,4706.4
497,78
498,4609.9
499,2747.8
500,9159.9
501,9626.2
502,2540.5
503,1883
504,4107.3
505,4816.8
506,8957.8
507,5572.8
508,10018.3
509,9142.9
510,1552.6
511,6234.9
512,7111.5
513,537.5
514,12147.1
515,11722.2
516,1729.9
517,6928.3
518,1172
519,10592.7
520,10082.5
521,1012.3
522,12125.9
523,9500.1
524,816.8
525,4220
526,1225.6
527,8303.3
528,1832.9
529,4173.9
530,2750.7
531,11808
532,5624.8
533,11267.7
534,1930.4
535,4832.4
536,7387
537,3752.6
538,1973.6
539,10493.9
540,5482
541,5573.6
542,3013.3
543,10566.2
544,8809.4
545,3449.4
546,2418.1
547,7767.8
548,10935.7
549,1807.5
550,703
551,4434.4
552,1313.1
553,1954.2
554,9192.5
555,2837.2
556,8165.1
557,3016.6
558,1907.6
559,6868
560,5474
561,4030.1
562,4288.8
563,2057.9
564,4099.1
565,3648.2
566,3025.4
567,2801.6
568,3850.7
569,2009.4
570,2983.2
571,3758.2
572,3890.3
573,4545.8
574,7555.6
575,2372.1
576,4094.3
577,2308
578,4062.4
579,11407.1
580,4077
581,4037.9
582,9593.8
583,11899.2
584,7920.3
585,1365.9
586,11183.3
587,8359.5
588,2999.7
589,2415.1
590,10262.8
591,5625.3
592,3783.9
593,1890.9
594,809.8
595,9892.2
596,2365.7
597,13026.6
598,943.1
599,8109.7
600,8290.3
601,3456.2
602,3538.8
603,11273.3
604,4638.6
605,12363.3
606,9703.3
607,2069.2
608,1537.6
609,5785.4
610,9134.5
611,1518.2
612,591.1
613,3779.3
614,2729.2
615,3701.7
616,6928.7
617,3717
618,6674
619,8969.7
620,2868.8
621,11142.1
622,12481.3
623,506.5
624,3496.6
625,11141.1
626,5930.2
627,12480.6
628,12646
629,956.2
630,4957
631,7398
632,1646.6
633,4410.4
634,10636.1
635,5679.1
636,11165.2
637,2861.8
638,6209.4
639,2407.1
640,1920.7
641,1604.6
642,5151.4
643,6026.4
644,11184.4
645,1822.1
646,2611.3
647,2265.3
648,4650.4
649,13213.9
650,7868.2
651,2861.8
652,1287.1
653,9465.9
654,2232.6
655,4998.4
656,779.5
657,11695.6
658,2442.4
659,11704.9
660,9324.2
661,1636.5
662,8486.1
663,5391.3
664,3278.5
665,1640.4
666,5940.4
667,3276
668,6839.9
669,766.4
670,7452.1
671,11227.7
672,2677.7
673,11751.2
674,2029.4
675,1869.3
676,8448.1
677,11065.5
678,8149.9
679,12842.5
680,6702.5
681,7072.8
682,2291.3
683,10471.5
684,6197.6
685,7436.7
686,10084.5
687,1074.4
688,5474.9
689,12811.8
690,9508.6
691,2084.2
692,4480.4
693,6853.2
694,12050.3
695,194.6
696,2309.4
697,6386.5
698,5063.8
699,1277
700,2301.6
701,8945.8
702,12759.8
703,3295.7
704,8481.2
705,2041.5
706,1895.2
707,5140.1
708,2997.8
709,970.9
710,7968.4
711,3709.8
712,3977.5
713,279.9
714,4732
715,5115
716,987.7
717,4091.8
718,4165.2
719,8042.2
720,11274.3
721,7574.2
722,3441.8
723,9551.4
724,2938.7
725,2276.6
726,2913.8
727,8821.8
728,6020
729,3469.5
730,7157.4
731,9263.2
732,2616
733,7381.5
734,8278.5
735,3493.3
736,2661.8
737,10381.1
738,6343.5
739,9610.7
740,2556.8
741,10538.8
742,2193.7
743,1186.2
744,957
745,10044.9
746,854.6
747,8507.7
748,3721.3
749,503.7
750,2376.7
751,6437.9
752,2761.9
753,12331
754,10246.4
755,3973
756,3546.8
757,1480.6
758,1829.9
759,6838.4
760,10779.3
761,9852.1
762,6344.3
763,2110.6
764,11642.7
765,3099.3
766,789
767,9924.2
768,4815.2
769,12275.6
770,4378.7
771,6913.9
772,12819.4
773,3295.1
774,8511
775,1313.4
776,6311.2
777,2686.8
778,2874.1
779,3074.5
780,7955.2
781,1605.1
782,648.7
783,6202.5
784,5847.7
785,1169.4
786,4039.8
787,2300.5
788,4177.5
789,10591.3
790,2029.6
791,6532.7
792,2964.5
793,3408.7
794,80.8
795,5853.9
796,2090.1
797,2842.4
798,7282
799,2061.3
800,7551.6
801,6406.8
802,1274.1
803,11035.8
804,5776.6
805,2777.8
806,3090.5
807,4450.5
808,2609
809,3105.5
810,7792.5
811,11282.6
812,2690.7
813,11772.2
814,9433.2
815,808.7
816,13420.7
817,10757.6
818,6052.5
819,7489.8
820,10537.7
821,4639.6
822,12464.6
823,3075.3
824,6624.9
825,6623.4
826,4140
827,2352.8
828,4591.5
829,5001.6
830,5568.5
831,3954.6
832,10316.6
833,1865
834,10845.5
835,2244.8
836,13087.5
837,3156.7
838,3947.7
839,8472.7
840,3231.5
841,3681
842,10336.6
843,8573
844,11773
845,2712.1
846,1815.5
847,5615.3
848,3556.9
849,8303.1
850,1680
851,9407.7
852,2592.5
853,9632.1
854,2835.4
855,4589.7
856,10146.3
857,4556.4
858,7965.4
859,6563.8
860,9078.4
861,12612.6
862,11553.5
863,1930.6
864,3067.7
865,635.8
866,4639.6
867,7560.1
868,2819.6
869,9733
870,4321.6
871,1058.9
872,6827.1
873,7117.2
874,2761.2
875,790.9
876,4277.5
877,9812.2
878,976.2
879,5081.7
880,3097.5
881,4387.5
882,876.9
883,5903.7
884,10395.4
885,654.8
886,3956.2
887,8636
888,2511.4
889,1664.6
890,12016.8
891,9991.2
892,1426.6
893,2280.7
894,1087.1
895,9268.7
896,1719.9
897,5632.8
898,11264.6
899,5465.4
900,10857.3
901,6369.2
902,6823.4
903,1137.2
904,1557.1
905,2067.2
906,4664.7
907,13389.5
908,1383.3
909,12212.6
910,7064.4
911,3030.2
912,7617.9
913,7645.1
914,2222.2
915,5308.5
916,10130.1
917,5456.4
918,2888.4
919,3918
920,12771.1
921,12029
922,1885.8
923,5395.3
924,4219.3
925,12521.8
926,1798.3
927,1103.5
928,6887.5
929,6774.3
930,12454.6
931,7985.8
932,3405.5
933,3053.6
934,4564.7
935,10417
936,2273.9
937,1953.9
938,1923.5
939,6418.9
940,4186.8
941,10379.7
942,11236.8
943,966.1
944,2653.1
945,10418.8
946,12612.4
947,2762.8
948,6877.8
949,8134.5
950,7914.8
951,12323.2
952,5003.4
953,6265.1
954,761.8
955,4213.4
956,4457
957,1150
958,9837.3
959,11599.8
960,7708.2
961,3931.7
962,12132.1
963,2135.8
964,1014.2
965,9177.8
966,3137.2
967,3969
968,4075.8
969,12464.8
970,6196.2
971,3915.7
972,2069.4
973,1773.3
974,12917
975,6001.2
976,925.1
977,11376.5
978,13002
979,3570.9
980,122.6
981,4123.9
982,1881
983,8089.7
984,3937.2
985,2780.6
986,2515.9
987,1012.7
988,1992.5
989,4673.7
990,11352
991,458.2
992,4336
993,1282.8
994,3989.5
995,3757.9
996,5146.7
997,3803.7
998,2090.9
999,4690.3
1000,8078.1
1001,3915.9
1002,2947.2
1003,8677.7
1004,10904
1005,9411.5
1006,8265.4
1007,986.9
1008,6713.2
1009,2937.8
1010,3548.5
1011,3585.5
1012,9410
1013,5536.9
1014,10288.3
1015,2723.1
1016,11166.2
1017,12714.3
1018,2073.8
1019,3748.3
1020,4341.4
1021,6293.1
1022,11990.7
1023,1688.8
1024,1659.7
1025,4088.2
1026,8558.5
1027,1742.6
1028,1964.1
1029,7594.1
1030,1006.4
1031,12263.5
1032,5722.8
1033,2839.5
1034,9332.9
1035,6247.8
1036,1396.9
1037,5352.5
1038,3158.8
1039,1776
1040,11882.5
1041,3150.6
1042,6637.5
1043,1492.4
1044,4290.7
1045,2547.8
1046,8995.2
1047,7134.9
1048,12091.3
1049,8305
1050,557.9
1051,11146
1052,5982.4
1053,4894.1
1054,6932.3
1055,5200.9
1056,9798
1057,10880.9
1058,2228
1059,11428.4
1060,2373.6
1061,3041.5
1062,6426.9
1063,8284.5
1064,11052.1
1065,3833.5
1066,7844.2
1067,7864.7
1068,10093.9
1069,880.6
1070,1856.1
1071,4543.6
1072,11579.8
1073,363.3
1074,11358.5
1075,4146.2
1076,2001.7
1077,1880.6
1078,12021.9
1079,6790.8
1080,7819.1
1081,3474.6
