ID,FARE
1,-5.564757386304176
2,-4.495517426979317
3,123.75848811607375
4,-2.6459198000083823
5,27.731563613434496
6,462.6624214317295
7,449.0287532014996
8,64.55016988070578
9,241.8992772768076
10,67.92713171758074
11,90.905666455307
12,385.6991644240564
13,60.08589376169848
14,131.0439349055307
15,-18.014567826926605
16,47.64244413563382
17,410.9571851806209
18,31.158047175587814
19,603.3578858731237
20,30.882564286877727
21,66.54889952405982
22,81.74521681717813
23,54.75803846488571
24,339.94145646629306
25,435.8080320032891
26,149.90233496404304
27,26.928535646940286
28,1052.1339936122656
29,302.94063476870116
30,88.44448846731555
31,578.6430648461277
32,1056.2102619385887
33,19.13386894830359
34,470.51554562777454
35,223.12597101510448
36,4.4540061724736155
37,58.59748936366416
38,99.16976824402072
39,78.4485873068634
40,81.95204934102406
41,507.01596464878065
42,844.4504083637372
43,28.35269143417121
44,123.25188246730788
45,43.757485602030314
46,74.689253650385
47,46.23785259024229
48,522.8419508952721
49,21.029374992646044
50,94.24593735281059
51,1053.3496504218833
52,133.92135335771812
53,29.18537203644473
54,995.2180480599312
55,101.29875799701813
56,219.8737124046639
57,5.905070753230877
58,1414.7994706917636
59,449.96757466949333
60,615.1229320926439
61,30.47592617162093
62,-14.453262220697603
63,77.26198523810304
64,-25.139304878863303
65,313.0766941665418
66,25.463441513300356
67,52.98563964326603
68,117.41797254962489
69,713.4643834201125
70,132.3994763638067
71,813.5789774172825
72,112.73132139353075
73,1171.4169063181669
74,439.36487133300983
75,81.74161387469499
76,17.537058591023598
77,3.7518988712863246
78,15.677890870848703
79,-13.60928280362922
80,572.5134756930843
81,497.94402469019093
82,113.47644418562416
83,508.92567557147623
84,64.25195483861124
85,686.3796720974752
86,90.86747859339785
87,67.83766388415876
88,1118.9114035905206
89,37.60452662327932
90,301.7505447432477
91,126.36018194741443
92,1022.4819999652715
93,948.199976080046
94,5.382149458362708
95,75.33560174119913
96,97.59052212878004
97,483.0585505166974
98,104.61440166690038
99,1059.29902109475
100,961.6117871011157
101,396.0468272158874
102,902.5220626225384
103,976.9090434209953
104,67.05867013966277
105,81.30319363065136
106,613.1360578195919
107,40.30533694243459
108,621.8848649989029
109,495.89151010736146
110,59.009340332154615
111,46.872915010140375
112,146.9113034694727
113,62.1869594486294
114,282.88407493800884
115,27.352673586537765
116,67.97863612732199
117,38.261468273412156
118,-2.0960455234787716
119,372.6236810887638
120,399.5729940289805
121,60.681843293758305
122,-12.688114489224759
123,795.2771171911522
124,43.21411108910209
125,944.7438113997415
126,43.95825746705011
127,73.78030680269173
128,29.844608165820606
129,672.8136633019986
130,96.12551774254504
131,519.3265303719808
132,196.35460967165324
133,1088.8035924841763
134,254.29200298975329
135,43.39250433214217
136,821.2513710316301
137,67.45730886358665
138,83.75994443897831
139,849.8340968530878
140,-53.51098908257907
141,449.47957270404686
142,68.74515509592202
143,69.76952577717302
144,22.64206052696733
145,-31.809386338807737
146,19.329582675005057
147,839.1887480962434
148,843.1097121893437
149,83.8190751351762
150,463.17397331483
151,-35.79397571864069
152,75.34950878816304
153,775.0573592144451
154,287.24367948515436
155,42.8718130340361
156,797.2563403933481
157,774.018365359446
158,24.2486796739604
159,457.3284248996738
